state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
California,M,College,13727.0,0.0,126.0,0.0,Special Auto,SUV,604.8
Nevada,M,Bachelor,3359.0,97576.0,83.0,1.0,Personal Auto,Two-Door Car,544.712653
Arizona,F,High School or Below,3703.0,23120.0,93.0,0.0,Personal Auto,Four-Door Car,446.4
Oregon,F,High School or Below,3105.0,97234.0,78.0,0.0,Personal Auto,Four-Door Car,317.982567
Nevada,M,High School or Below,4893.0,25572.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
Oregon,F,College,10208.0,35482.0,129.0,0.0,Personal Auto,SUV,619.2
California,M,College,8954.0,34614.0,114.0,0.0,Personal Auto,Four-Door Car,547.2
Oregon,F,Bachelor,4236.0,59038.0,105.0,0.0,Personal Auto,Two-Door Car,588.265049
Oregon,M,High School or Below,5234.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,794.874636
California,F,Bachelor,3939.0,60021.0,99.0,0.0,Personal Auto,Four-Door Car,882.871945
Oregon,F,Bachelor,8396.0,47593.0,72.0,0.0,Personal Auto,Four-Door Car,344.137073
California,M,Bachelor,2141.0,0.0,67.0,1.0,Personal Auto,Four-Door Car,321.6
Oregon,M,College,6185.0,28001.0,83.0,0.0,Personal Auto,Two-Door Car,438.778537
California,F,Bachelor,9640.0,30431.0,122.0,0.0,Corporate Auto,SUV,133.4674
California,M,Master,4241.0,19834.0,64.0,4.0,Personal Auto,Four-Door Car,460.8
California,F,College,3436.0,30509.0,88.0,0.0,Personal Auto,Four-Door Car,442.964578
Washington,F,High School or Below,4897.0,30503.0,63.0,3.0,Corporate Auto,Two-Door Car,257.923563
Oregon,M,Doctor,17788.0,73339.0,89.0,0.0,Personal Auto,Four-Door Car,17.558721
Oregon,F,College,3268.0,0.0,93.0,0.0,Personal Auto,Two-Door Car,549.101027
Washington,F,High School or Below,2819.0,88067.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
Oregon,M,College,7019.0,26806.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
Oregon,M,High School or Below,4108.0,0.0,114.0,0.0,Personal Auto,SUV,820.8
California,F,High School or Below,2195.0,0.0,63.0,0.0,Corporate Auto,Two-Door Car,617.201984
Oregon,F,College,3808.0,94903.0,94.0,0.0,Personal Auto,Two-Door Car,451.2
Washington,F,High School or Below,23435.0,42862.0,65.0,0.0,Personal Auto,Four-Door Car,254.223496
Oregon,M,High School or Below,6739.0,0.0,96.0,0.0,Personal Auto,Four-Door Car,1012.030163
California,M,High School or Below,23554.0,31157.0,100.0,0.0,Personal Auto,SUV,444.530425
California,M,Doctor,2874.0,44084.0,72.0,0.0,Personal Auto,Four-Door Car,243.598068
Arizona,F,Master,6135.0,43579.0,77.0,0.0,Personal Auto,Two-Door Car,452.095421
Oregon,F,High School or Below,6900.0,0.0,92.0,0.0,Personal Auto,Two-Door Car,428.064465
Arizona,F,High School or Below,4524.0,0.0,65.0,2.0,Personal Auto,Four-Door Car,490.113784
Washington,F,Doctor,2560.0,88059.0,63.0,0.0,Personal Auto,Four-Door Car,144.551024
Washington,M,Bachelor,2333.0,25772.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
Washington,M,College,5783.0,72354.0,73.0,0.0,Personal Auto,Four-Door Car,13.949992
Oregon,F,High School or Below,13295.0,68009.0,110.0,0.0,Personal Auto,SUV,528.0
Washington,F,Bachelor,3700.0,12287.0,99.0,0.0,Personal Auto,Four-Door Car,712.8
Nevada,F,Bachelor,6488.0,95025.0,81.0,0.0,Personal Auto,Four-Door Car,271.968707
Arizona,F,College,7693.0,54665.0,97.0,1.0,Personal Auto,Four-Door Car,99.810799
Arizona,M,College,2630.0,80129.0,66.0,0.0,Personal Auto,Four-Door Car,165.243007
Oregon,F,Bachelor,2287.0,69024.0,61.0,5.0,Personal Auto,Four-Door Car,238.530745
Oregon,F,Bachelor,4648.0,0.0,121.0,0.0,Personal Auto,SUV,1080.559002
Arizona,F,High School or Below,9209.0,31365.0,115.0,0.0,Special Auto,SUV,828.0
Oregon,M,High School or Below,9269.0,27849.0,119.0,0.0,Personal Auto,Sports Car,571.2
California,F,High School or Below,15002.0,19245.0,84.0,1.0,Personal Auto,Four-Door Car,604.8
Oregon,F,Bachelor,8427.0,46503.0,215.0,1.0,Personal Auto,Luxury SUV,1032.0
Oregon,M,College,3011.0,77912.0,76.0,0.0,Personal Auto,Two-Door Car,444.027215
Washington,M,Bachelor,12898.0,37449.0,111.0,1.0,Personal Auto,Four-Door Car,170.559281
Oregon,M,Bachelor,12168.0,14973.0,115.0,0.0,Personal Auto,SUV,828.0
Washington,M,College,5551.0,46043.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
Oregon,F,High School or Below,4541.0,0.0,65.0,2.0,Special Auto,Four-Door Car,312.0
Oregon,F,College,3096.0,21604.0,79.0,0.0,Corporate Auto,Four-Door Car,379.2
Nevada,F,Bachelor,2359.0,19864.0,63.0,0.0,Personal Auto,Four-Door Car,352.394515
California,M,Bachelor,2468.0,65876.0,63.0,1.0,Personal Auto,Two-Door Car,44.359382
Oregon,F,Bachelor,25640.0,24695.0,168.0,0.0,Corporate Auto,SUV,806.4
Oregon,M,Bachelor,3567.0,0.0,102.0,0.0,Personal Auto,SUV,660.430456
Oregon,M,Bachelor,6019.0,68658.0,77.0,0.0,Personal Auto,Two-Door Car,296.261405
Arizona,M,College,7258.0,88082.0,61.0,1.0,Personal Auto,Two-Door Car,218.779614
California,F,Bachelor,9111.0,54751.0,114.0,0.0,Personal Auto,SUV,721.241935
Oregon,M,High School or Below,6369.0,34498.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
Oregon,M,College,4425.0,63597.0,114.0,2.0,Personal Auto,SUV,183.978738
California,F,High School or Below,4950.0,27400.0,63.0,1.0,Personal Auto,Four-Door Car,302.4
California,F,High School or Below,4837.0,0.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
Nevada,M,College,3891.0,31409.0,100.0,0.0,Corporate Auto,SUV,116.163
California,M,Master,4872.0,0.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
Arizona,F,High School or Below,5310.0,73102.0,66.0,0.0,Corporate Auto,Four-Door Car,117.928547
California,M,Bachelor,8704.0,38072.0,113.0,1.0,Personal Auto,SUV,151.055863
Arizona,M,High School or Below,2698.0,95399.0,68.0,1.0,Personal Auto,Two-Door Car,78.003781
Oregon,M,High School or Below,8360.0,48521.0,105.0,0.0,Personal Auto,Sports Car,263.82569
Oregon,F,Bachelor,5316.0,45856.0,67.0,0.0,Personal Auto,Two-Door Car,91.735354
Arizona,F,College,3733.0,21542.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
Washington,F,Bachelor,5407.0,22555.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
Oregon,F,Bachelor,5297.0,33832.0,67.0,1.0,Corporate Auto,Four-Door Car,321.6
California,M,College,3873.0,28142.0,105.0,0.0,Personal Auto,Sports Car,701.708239
California,M,Bachelor,6508.0,60188.0,84.0,3.0,Personal Auto,Four-Door Car,333.423827
Arizona,M,Bachelor,4834.0,11698.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
Arizona,F,Master,2927.0,76850.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
Oregon,M,High School or Below,5924.0,78387.0,74.0,0.0,Corporate Auto,Four-Door Car,204.090644
California,M,Bachelor,15262.0,80757.0,128.0,0.0,Personal Auto,SUV,339.73717
Oregon,F,Master,2541.0,23692.0,65.0,2.0,Personal Auto,Two-Door Car,312.0
California,F,College,4904.0,12902.0,139.0,0.0,Personal Auto,Sports Car,667.2
Arizona,F,Bachelor,2434.0,23033.0,62.0,0.0,Personal Auto,Two-Door Car,500.908028
Oregon,F,College,5586.0,19280.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
Arizona,F,High School or Below,26197.0,18495.0,113.0,0.0,Corporate Auto,SUV,542.4
Oregon,M,High School or Below,2609.0,30825.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
Oregon,F,Bachelor,3265.0,25820.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
Oregon,F,Bachelor,17435.0,54105.0,73.0,2.0,Personal Auto,Two-Door Car,350.4
California,M,High School or Below,9080.0,69853.0,114.0,2.0,Personal Auto,SUV,244.278662
California,M,Bachelor,4637.0,97017.0,115.0,1.0,Personal Auto,Two-Door Car,534.079032
California,F,Bachelor,2615.0,24914.0,66.0,0.0,Personal Auto,Four-Door Car,138.729702
California,M,College,7019.0,26806.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
Oregon,F,High School or Below,12052.0,25419.0,101.0,0.0,Personal Auto,Four-Door Car,584.567645
Oregon,M,College,2647.0,37876.0,69.0,0.0,Personal Auto,Four-Door Car,300.056383
Arizona,M,High School or Below,15956.0,36354.0,202.0,0.0,Corporate Auto,Luxury SUV,1454.4
Nevada,F,Bachelor,5039.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
California,F,College,5583.0,32403.0,71.0,0.0,Corporate Auto,Four-Door Car,97.410282
California,M,High School or Below,5074.0,51659.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
California,F,Bachelor,12045.0,55805.0,99.0,0.0,Personal Auto,Four-Door Car,425.527151
Nevada,F,Bachelor,2727.0,29286.0,69.0,1.0,Personal Auto,Four-Door Car,496.8
Oregon,F,High School or Below,55277.0,40740.0,198.0,0.0,Personal Auto,Luxury SUV,950.4
California,M,Bachelor,5080.0,70784.0,64.0,0.0,Special Auto,Four-Door Car,107.928851
Arizona,F,College,5838.0,55419.0,72.0,0.0,Personal Auto,Four-Door Car,171.166733
California,F,High School or Below,27666.0,61886.0,87.0,0.0,Personal Auto,Two-Door Car,417.6
Arizona,M,Master,2676.0,0.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
Oregon,M,High School or Below,5330.0,84240.0,132.0,0.0,Personal Auto,SUV,633.6
California,M,High School or Below,6305.0,0.0,65.0,2.0,Personal Auto,Two-Door Car,468.0
Oregon,F,College,4746.0,54050.0,119.0,0.0,Personal Auto,Two-Door Car,571.2
Washington,F,College,3423.0,29958.0,90.0,0.0,Personal Auto,Four-Door Car,432.0
California,F,Master,6610.0,23616.0,83.0,0.0,Special Auto,Two-Door Car,229.620398
Oregon,M,Bachelor,8044.0,71391.0,67.0,0.0,Personal Auto,Four-Door Car,284.000172
Washington,M,High School or Below,4314.0,33488.0,110.0,0.0,Personal Auto,SUV,316.876671
Arizona,M,High School or Below,6715.0,0.0,92.0,0.0,Personal Auto,Two-Door Car,441.6
Arizona,F,College,17646.0,36900.0,61.0,3.0,Corporate Auto,Two-Door Car,109.291516
Nevada,M,High School or Below,41855.0,28311.0,134.0,0.0,Personal Auto,SUV,643.2
Oregon,M,High School or Below,6620.0,25075.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
Arizona,M,Bachelor,4078.0,57031.0,104.0,1.0,Personal Auto,Four-Door Car,13.810251
Oregon,M,Bachelor,8382.0,25998.0,71.0,0.0,Personal Auto,Four-Door Car,791.878042
Oregon,F,College,4807.0,0.0,69.0,0.0,Personal Auto,Four-Door Car,496.8
Oregon,F,College,4858.0,21685.0,127.0,0.0,Corporate Auto,Sports Car,609.6
California,M,Bachelor,7240.0,32818.0,93.0,0.0,Personal Auto,Four-Door Car,446.4
Oregon,M,Bachelor,2736.0,39492.0,68.0,0.0,Corporate Auto,Four-Door Car,326.4
California,F,High School or Below,26197.0,18495.0,113.0,0.0,Personal Auto,SUV,542.4
California,F,College,2336.0,21564.0,61.0,0.0,Corporate Auto,Two-Door Car,49.014822
Arizona,F,Bachelor,2254.0,0.0,65.0,0.0,Corporate Auto,Four-Door Car,312.0
California,M,Bachelor,6376.0,27835.0,81.0,0.0,Personal Auto,Two-Door Car,529.45565
Nevada,F,Bachelor,2941.0,64431.0,74.0,0.0,Personal Auto,Four-Door Car,48.181699
Arizona,F,College,6199.0,0.0,84.0,0.0,Personal Auto,Two-Door Car,604.8
Washington,F,Bachelor,6846.0,0.0,95.0,0.0,Personal Auto,Two-Door Car,456.0
Nevada,M,Master,14032.0,0.0,191.0,1.0,Corporate Auto,Luxury Car,916.8
Oregon,M,College,17569.0,41463.0,74.0,0.0,Special Auto,Four-Door Car,355.2
Oregon,M,High School or Below,2448.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,489.6
Arizona,M,High School or Below,3857.0,0.0,110.0,0.0,Corporate Auto,Sports Car,792.0
Arizona,M,College,4558.0,37709.0,116.0,0.0,Corporate Auto,SUV,556.8
Washington,F,Doctor,16710.0,73049.0,139.0,0.0,Personal Auto,SUV,284.43696
Nevada,F,Master,3554.0,58557.0,88.0,0.0,Personal Auto,Four-Door Car,55.510526
Arizona,F,High School or Below,4671.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,475.2
Arizona,F,High School or Below,2909.0,88944.0,72.0,0.0,Personal Auto,Four-Door Car,113.805875
Washington,F,Master,13411.0,26140.0,112.0,0.0,Personal Auto,SUV,229.70752
Arizona,M,Master,4574.0,32906.0,115.0,0.0,Personal Auto,SUV,552.0
California,F,College,2771.0,50071.0,71.0,0.0,Personal Auto,Two-Door Car,18.918935
Oregon,M,College,8038.0,71982.0,103.0,0.0,Corporate Auto,Four-Door Car,494.4
Oregon,M,College,5143.0,58443.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
Oregon,M,Bachelor,5032.0,30735.0,63.0,0.0,Personal Auto,Two-Door Car,307.080113
Arizona,F,High School or Below,26197.0,18495.0,113.0,0.0,Personal Auto,SUV,542.4
Washington,F,High School or Below,4894.0,67436.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
Nevada,M,Master,3193.0,52653.0,81.0,0.0,Personal Auto,Two-Door Car,230.300308
California,F,Master,5096.0,22886.0,65.0,0.0,Personal Auto,Four-Door Car,312.0
Arizona,F,College,7706.0,0.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
Oregon,F,Bachelor,3339.0,38821.0,87.0,0.0,Personal Auto,Two-Door Car,488.84232
Washington,M,College,9575.0,0.0,134.0,0.0,Personal Auto,SUV,643.2
Oregon,F,College,3557.0,39075.0,89.0,0.0,Personal Auto,Two-Door Car,142.415244
Arizona,M,High School or Below,3587.0,16049.0,93.0,0.0,Personal Auto,Four-Door Car,446.4
Oregon,F,High School or Below,2360.0,0.0,65.0,0.0,Corporate Auto,Four-Door Car,468.0
Washington,M,Doctor,3023.0,28383.0,81.0,0.0,Personal Auto,Four-Door Car,258.109435
Oregon,M,High School or Below,10926.0,29418.0,274.0,0.0,Personal Auto,Luxury SUV,1972.8
California,M,High School or Below,5325.0,0.0,73.0,0.0,Personal Auto,Two-Door Car,496.474767
Arizona,M,Bachelor,9915.0,30604.0,131.0,2.0,Corporate Auto,SUV,984.170299
Arizona,F,College,5017.0,91804.0,62.0,0.0,Special Auto,Four-Door Car,388.80286
Oregon,F,High School or Below,8625.0,50446.0,74.0,4.0,Personal Auto,Four-Door Car,355.2
California,M,College,8432.0,87728.0,70.0,0.0,Personal Auto,Four-Door Car,201.589875
California,M,College,2642.0,58729.0,68.0,2.0,Corporate Auto,Four-Door Car,94.845076
Arizona,F,Bachelor,3097.0,0.0,89.0,0.0,Personal Auto,Four-Door Car,427.2
Oregon,F,Master,19837.0,0.0,67.0,1.0,Personal Auto,Four-Door Car,321.6
Arizona,M,Bachelor,2869.0,21234.0,73.0,0.0,Personal Auto,Four-Door Car,378.333708
Oregon,M,Bachelor,4927.0,0.0,73.0,0.0,Personal Auto,Four-Door Car,751.927019
California,M,College,4285.0,47823.0,108.0,0.0,Personal Auto,Sports Car,518.4
Arizona,F,High School or Below,8874.0,84731.0,110.0,1.0,Personal Auto,SUV,226.738219
California,F,High School or Below,2578.0,59974.0,65.0,0.0,Corporate Auto,Four-Door Car,127.233139
Arizona,M,Doctor,6920.0,67534.0,87.0,2.0,Personal Auto,Four-Door Car,104.905661
Oregon,M,Bachelor,2349.0,0.0,70.0,0.0,Special Auto,Four-Door Car,716.67276
Oregon,M,High School or Below,4027.0,27782.0,103.0,0.0,Personal Auto,SUV,517.100887
Nevada,M,High School or Below,8481.0,67197.0,74.0,3.0,Personal Auto,Two-Door Car,275.608537
Oregon,M,High School or Below,5191.0,86451.0,65.0,0.0,Personal Auto,Two-Door Car,7.793078
Arizona,M,Bachelor,3572.0,56768.0,92.0,0.0,Personal Auto,Two-Door Car,441.6
Washington,F,High School or Below,4869.0,55593.0,61.0,0.0,Personal Auto,Four-Door Car,9.050204
Arizona,F,Bachelor,10395.0,0.0,95.0,0.0,Personal Auto,Four-Door Car,337.79769
Oregon,F,Bachelor,5297.0,66203.0,66.0,0.0,Personal Auto,Four-Door Car,130.697268
Washington,F,High School or Below,8750.0,25806.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
California,F,Bachelor,14941.0,22978.0,190.0,0.0,Personal Auto,Luxury Car,912.0
Oregon,F,High School or Below,6503.0,22081.0,84.0,0.0,Special Auto,Two-Door Car,451.670309
Arizona,F,College,10110.0,96506.0,124.0,0.0,Corporate Auto,SUV,504.513989
Oregon,M,High School or Below,6459.0,23235.0,82.0,0.0,Personal Auto,Four-Door Car,483.482031
Arizona,M,Bachelor,2769.0,40506.0,70.0,0.0,Personal Auto,Four-Door Car,113.724707
California,M,High School or Below,6778.0,0.0,96.0,0.0,Personal Auto,Four-Door Car,460.8
Oregon,M,Bachelor,4492.0,0.0,65.0,0.0,Personal Auto,Two-Door Car,312.0
California,F,High School or Below,5733.0,79955.0,71.0,0.0,Personal Auto,Four-Door Car,142.932303
Arizona,M,College,3230.0,62873.0,81.0,0.0,Corporate Auto,Four-Door Car,207.75186
California,F,Master,6314.0,66947.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
Washington,M,College,6013.0,25646.0,83.0,1.0,Personal Auto,Four-Door Car,377.917394
Arizona,F,College,2180.0,0.0,64.0,0.0,Personal Auto,Four-Door Car,460.8
Washington,F,High School or Below,20096.0,92766.0,71.0,0.0,Personal Auto,Two-Door Car,379.029102
Oregon,M,High School or Below,5568.0,0.0,79.0,1.0,Personal Auto,Two-Door Car,407.440238
Arizona,F,College,51426.0,84650.0,185.0,3.0,Personal Auto,Luxury Car,660.474274
Nevada,F,High School or Below,8079.0,13050.0,102.0,0.0,Personal Auto,SUV,734.4
Arizona,M,College,2674.0,56342.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Oregon,M,Bachelor,12421.0,58781.0,106.0,0.0,Personal Auto,SUV,502.46107
California,M,High School or Below,2311.0,0.0,68.0,0.0,Personal Auto,Four-Door Car,489.6
Arizona,M,Bachelor,10255.0,0.0,102.0,0.0,Personal Auto,Sports Car,734.4
California,M,College,22103.0,0.0,102.0,0.0,Personal Auto,SUV,489.6
Washington,F,College,2962.0,71809.0,74.0,0.0,Corporate Auto,Four-Door Car,78.248458
Arizona,M,Bachelor,5764.0,40238.0,73.0,1.0,Personal Auto,Four-Door Car,350.4
California,M,Bachelor,4700.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
Nevada,F,High School or Below,4669.0,76157.0,116.0,0.0,Personal Auto,Two-Door Car,556.8
Nevada,F,College,5384.0,30514.0,72.0,2.0,Personal Auto,Four-Door Car,154.049617
California,F,Bachelor,7505.0,44485.0,62.0,0.0,Special Auto,Four-Door Car,79.893853
Arizona,M,High School or Below,10551.0,50941.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Arizona,M,College,25900.0,53105.0,110.0,0.0,Corporate Auto,SUV,365.361427
California,F,Master,51016.0,25167.0,140.0,0.0,Personal Auto,SUV,422.494292
Washington,M,College,3575.0,30244.0,92.0,0.0,Personal Auto,Four-Door Car,383.110633
California,F,College,11638.0,25370.0,102.0,0.0,Corporate Auto,Sports Car,489.6
Oregon,M,Master,14050.0,0.0,73.0,1.0,Corporate Auto,Four-Door Car,350.4
Arizona,M,High School or Below,2379.0,69202.0,61.0,0.0,Personal Auto,Two-Door Car,292.8
Oregon,F,Master,5460.0,31530.0,69.0,1.0,Personal Auto,Two-Door Car,331.2
California,F,College,6269.0,61040.0,78.0,0.0,Personal Auto,Two-Door Car,391.942636
Arizona,F,Bachelor,8709.0,85185.0,107.0,0.0,Corporate Auto,SUV,166.502804
Nevada,F,Master,5024.0,78772.0,62.0,0.0,Personal Auto,Four-Door Car,86.274545
California,M,College,12515.0,0.0,63.0,0.0,Special Auto,Two-Door Car,577.57549
Oregon,M,Master,22325.0,99241.0,70.0,0.0,Corporate Auto,Four-Door Car,48.304125
Arizona,F,Bachelor,3059.0,0.0,83.0,0.0,Personal Auto,Two-Door Car,197.498882
Nevada,F,College,6698.0,21114.0,180.0,0.0,Personal Auto,Luxury Car,864.0
Nevada,M,Master,5479.0,56005.0,68.0,1.0,Corporate Auto,Four-Door Car,326.4
Oregon,F,College,2472.0,63860.0,62.0,0.0,Personal Auto,Four-Door Car,208.598246
Arizona,M,High School or Below,58207.0,29295.0,219.0,0.0,Personal Auto,Luxury SUV,1328.839129
Arizona,M,High School or Below,3430.0,54339.0,86.0,0.0,Personal Auto,Four-Door Car,10.478305
California,F,Bachelor,2396.0,0.0,66.0,2.0,Corporate Auto,Four-Door Car,433.160284
Nevada,F,College,5964.0,98078.0,73.0,0.0,Personal Auto,Four-Door Car,418.689402
Arizona,M,College,2605.0,20592.0,71.0,1.0,Personal Auto,Two-Door Car,195.153339
Oregon,M,High School or Below,4758.0,72805.0,62.0,4.0,Corporate Auto,Four-Door Car,365.466805
Washington,F,High School or Below,5154.0,55645.0,129.0,0.0,Personal Auto,SUV,619.2
California,M,High School or Below,2805.0,98859.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
Oregon,F,High School or Below,4250.0,0.0,61.0,1.0,Corporate Auto,Four-Door Car,292.8
Oregon,M,College,7247.0,23541.0,62.0,0.0,Personal Auto,Two-Door Car,98.923871
California,M,Bachelor,5008.0,0.0,73.0,0.0,Corporate Auto,Two-Door Car,350.4
Arizona,F,Bachelor,5821.0,60087.0,74.0,0.0,Special Auto,Four-Door Car,355.2
Arizona,M,College,18898.0,0.0,132.0,0.0,Personal Auto,SUV,1405.292809
Arizona,F,College,4756.0,48938.0,121.0,0.0,Personal Auto,SUV,580.8
California,F,Bachelor,8083.0,31506.0,102.0,0.0,Personal Auto,Four-Door Car,601.074585
California,M,Bachelor,7417.0,67454.0,185.0,0.0,Personal Auto,Luxury Car,1332.0
Nevada,M,Bachelor,2538.0,18608.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
Washington,F,Doctor,2432.0,28519.0,61.0,0.0,Personal Auto,Four-Door Car,111.865326
Nevada,F,Master,4170.0,29462.0,107.0,1.0,Personal Auto,SUV,513.6
Oregon,M,High School or Below,2489.0,0.0,74.0,0.0,Corporate Auto,Four-Door Car,532.8
Nevada,F,Bachelor,3758.0,58300.0,94.0,0.0,Personal Auto,Four-Door Car,24.04838
Oregon,M,College,42389.0,82554.0,132.0,0.0,Personal Auto,Sports Car,154.749492
California,F,High School or Below,29830.0,0.0,102.0,0.0,Personal Auto,Sports Car,489.6
California,M,College,26134.0,0.0,111.0,0.0,Personal Auto,Sports Car,673.262794
Arizona,M,Bachelor,2453.0,29735.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Arizona,F,Bachelor,2855.0,50738.0,71.0,0.0,Personal Auto,Four-Door Car,344.470631
Oregon,F,High School or Below,5771.0,65709.0,72.0,0.0,Corporate Auto,Four-Door Car,12.945127
California,M,College,8098.0,0.0,123.0,0.0,Personal Auto,SUV,885.6
Arizona,M,High School or Below,3432.0,0.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
Arizona,F,Bachelor,9408.0,0.0,85.0,0.0,Corporate Auto,Four-Door Car,408.0
California,F,Bachelor,5595.0,19651.0,72.0,0.0,Personal Auto,Two-Door Car,345.6
Washington,M,High School or Below,7260.0,0.0,72.0,0.0,Personal Auto,Four-Door Car,744.026708
Arizona,F,College,13438.0,69693.0,112.0,1.0,Special Auto,Sports Car,537.6
Arizona,F,High School or Below,7324.0,0.0,104.0,0.0,Special Auto,SUV,1114.092784
California,F,College,2357.0,0.0,65.0,1.0,Personal Auto,Four-Door Car,294.502382
Arizona,F,College,2671.0,45525.0,66.0,0.0,Personal Auto,Two-Door Car,316.8
Oregon,F,Bachelor,2938.0,96765.0,72.0,0.0,Personal Auto,Two-Door Car,216.01091
Oregon,M,College,4911.0,32903.0,64.0,3.0,Personal Auto,Four-Door Car,98.33116
California,M,College,5498.0,22520.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
California,F,High School or Below,4757.0,67486.0,118.0,0.0,Personal Auto,Two-Door Car,529.493769
Nevada,F,College,2926.0,92381.0,72.0,0.0,Special Auto,Four-Door Car,234.774747
California,M,Master,8509.0,26057.0,74.0,0.0,Personal Auto,Four-Door Car,523.888845
Oregon,F,Doctor,9928.0,75716.0,247.0,0.0,Personal Auto,Luxury Car,562.088587
California,F,High School or Below,10089.0,63657.0,128.0,0.0,Corporate Auto,Sports Car,614.4
Arizona,M,Doctor,5073.0,57709.0,125.0,0.0,Personal Auto,SUV,600.0
Oregon,F,Master,16301.0,19614.0,85.0,0.0,Personal Auto,Two-Door Car,574.024018
California,M,High School or Below,3360.0,75216.0,84.0,1.0,Corporate Auto,Four-Door Car,65.803328
Nevada,M,College,7907.0,24666.0,101.0,0.0,Personal Auto,Sports Car,151.835574
Nevada,F,High School or Below,28328.0,20799.0,111.0,0.0,Personal Auto,Sports Car,388.995233
California,M,College,4467.0,0.0,64.0,0.0,Corporate Auto,Four-Door Car,307.2
Oregon,F,High School or Below,9035.0,34337.0,113.0,0.0,Personal Auto,Four-Door Car,542.4
Oregon,M,Bachelor,5364.0,53562.0,135.0,0.0,Personal Auto,SUV,589.628918
Nevada,F,College,2706.0,22664.0,73.0,0.0,Personal Auto,Two-Door Car,350.4
Arizona,M,High School or Below,6167.0,27289.0,158.0,2.0,Personal Auto,Sports Car,758.4
Arizona,F,Master,2476.0,54831.0,61.0,0.0,Personal Auto,Four-Door Car,136.2171
California,F,High School or Below,3056.0,78310.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
California,F,Bachelor,5217.0,39854.0,66.0,0.0,Corporate Auto,Two-Door Car,261.930545
Oregon,M,High School or Below,6744.0,0.0,90.0,0.0,Personal Auto,Four-Door Car,547.912576
Arizona,F,Master,15739.0,48096.0,131.0,0.0,Personal Auto,Sports Car,450.090267
Arizona,F,High School or Below,7153.0,59522.0,89.0,0.0,Corporate Auto,Four-Door Car,427.2
Washington,M,High School or Below,8263.0,0.0,79.0,1.0,Corporate Auto,Two-Door Car,46.464625
California,M,Bachelor,3142.0,43285.0,83.0,0.0,Corporate Auto,Two-Door Car,265.742679
California,M,College,2691.0,33104.0,70.0,1.0,Personal Auto,Two-Door Car,336.0
Arizona,M,College,2500.0,56172.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
Oregon,M,Master,3728.0,83632.0,94.0,4.0,Personal Auto,Four-Door Car,216.839496
Arizona,F,Bachelor,2937.0,0.0,81.0,0.0,Personal Auto,Two-Door Car,388.8
California,M,Bachelor,10391.0,81439.0,90.0,1.0,Personal Auto,Two-Door Car,108.118855
California,F,College,2994.0,55911.0,74.0,0.0,Personal Auto,Four-Door Car,187.934331
Oregon,M,Bachelor,14203.0,90456.0,71.0,0.0,Personal Auto,Four-Door Car,165.057816
Arizona,F,Bachelor,4490.0,0.0,64.0,0.0,Personal Auto,Two-Door Car,254.404622
Washington,M,High School or Below,10963.0,55687.0,276.0,0.0,Personal Auto,Luxury SUV,1324.8
California,M,College,3508.0,20978.0,98.0,1.0,Personal Auto,Four-Door Car,1176.2788
Oregon,M,High School or Below,4942.0,82093.0,62.0,0.0,Personal Auto,Four-Door Car,266.932542
